Actual Wavelengths,Predicted Wavelengths
575.0041270578758,595.7255183839036
563.3507622177636,548.7792672036506
516.0369192880318,505.17260407546235
458.9244135246659,455.2511301919188
703.0574020296224,627.3538423608777
580.9031557113021,580.0265618380972
541.6768565091862,545.6898379086022
484.1221023256675,475.70319728865013
577.9110993685471,613.5933119028309
568.4841471810776,568.6886865452637
558.335733396071,539.4797613102673
454.5949914887845,475.22929735946167
544.8264278932212,641.6732452067387
504.4586353696602,590.4848286207445
476.1808843449634,536.7533012628559
455.654678272116,469.62160024422167
684.8335589144109,652.9457849007457
639.2340997346352,589.0947487815804
540.7862787971517,545.5380551921265
463.993622474613,481.4464360429382
551.7446645653912,656.3981332069129
520.0542634927892,578.6318642328076
464.21164970724425,521.1937902747143
448.8864072957066,472.46915506948244
617.4932649416379,659.3059875682071
568.9349099759,603.5657599032912
457.9061712796709,539.8292445844443
444.5679197466184,468.91405273783033
837.6158926764983,652.7931515234243
763.2970831799763,598.1422195995327
644.8177243541897,536.6440093851331
550.1180683783448,468.198913931237
727.3940799567282,718.3331269841764
687.1031573287178,652.7410930825356
658.7577673398848,572.5179823585738
592.5923008331594,479.98244504829273
567.7781364529212,645.0519635349682
561.8271549138334,598.7446707907869
542.6117264100411,558.9890364348668
455.4330496358303,480.17810169628115
831.5215709029452,646.1631313321071
702.8279199121653,597.0671500223889
627.3304389588875,561.4796364931598
620.4448021319861,481.2392975875153
780.6987926209305,583.6178898281842
642.8986551252577,538.9698604425178
535.7046846205708,501.9330189445392
498.58275004623226,458.18695251709744
622.3418691115698,630.3387265960256
561.8216819589815,580.5695153285614
472.2113819267588,529.4815361447523
468.41237311769976,466.18022762159774
633.7378824024624,636.3591929142009
539.8244226081974,589.4437974795821
535.1941030202516,550.0267821855373
459.2618719271435,476.10104652666325
677.5111501863419,637.5455216363807
572.2867929089758,590.6995034384868
553.126563660848,552.3239651739927
461.33128038202415,477.1441553528468
762.3073484528429,664.7684894318484
699.0935473429431,608.3870312720645
661.3603080097016,543.9144765916512
611.9997376903796,470.8101012047721
561.2118046750935,650.2465678522574
507.2766454987986,602.2009516646693
441.9149706845173,562.0049702811538
435.3908346214956,480.5642831997774
544.6520790404546,658.3539077269871
541.3569862876044,580.5003437449442
470.0012086866222,525.322132780224
421.44105516161386,472.3000454205561
541.0646069213947,661.4632220515442
535.491750516534,605.8476622150382
487.4922070220345,572.3257817968988
433.0962101744829,490.4581804186144
543.4020887360975,597.3295389782925
537.7181402118088,540.63924300317
516.530324335695,498.45390815149455
461.3252547412272,460.23449123726084
810.2016234377421,651.3929039355282
743.825298279839,597.4205697467646
656.114776468272,537.3751877070497
605.537227430502,468.24945393212266
680.4300830922333,627.5342154797074
555.0957230304715,575.355679810196
533.9065683608693,539.7357516209067
472.8166178532291,475.0044170804746
815.4286371353267,636.8171552904065
656.9049422633925,573.5392794438579
605.3092397437212,528.6383284717448
580.3870997222236,474.0495752033774
578.1348301689227,689.3619713295285
557.3629908126866,638.1827199433662
547.806739631287,596.6446177769434
481.1148231652136,493.82359532995014
819.7561852527456,651.7183093386116
744.2625911368712,597.4198948378398
647.8911553488601,536.4084921593201
552.4887088495086,468.00243206723553
777.938865544766,592.358212461288
600.621012444145,547.6400477135819
542.186274381016,511.35962391510196
465.0502083970718,462.2026827446609
797.2464124719116,644.8376795414667
626.3495502176121,590.4123482555926
590.7949413092078,555.4789275298393
468.8188247721748,483.03042374251686
543.8669080185891,623.5078089441872
524.4265770276072,574.190746180298
521.6821745730539,523.8605065688463
455.0579206600038,463.3874307260445
670.0596517449959,624.2122455031595
612.7939587726802,577.8067704394438
588.7457955390164,536.0633316651903
524.9986463351058,470.4733520901401
527.0121877424567,583.0039399434309
521.0199339223939,538.4511194448826
491.99350066419214,508.1007768354095
436.9867045585649,464.0575480747816
695.983310594185,663.9497323276096
651.6939612965455,616.6376154144817
631.165102778726,579.4524778633664
593.8126480565809,488.3483959542622
748.8183849762993,590.7851721161159
695.4413182313432,544.0312266109128
641.6897079914676,498.43959506159996
513.423598472593,452.28736372363977
590.8973822687532,624.4832415124173
567.0724655929229,579.0239881371588
554.8414215204972,538.5547254345237
449.46823066679326,471.9244220517523
588.1142801127593,647.2988641288523
563.2008353028251,579.4351389585245
547.33924104203,533.6988620591103
456.1659378459104,473.09128255173715
623.6049869230419,635.164502339123
590.462502049809,583.9517971668145
526.0449080980346,528.6903173383699
450.2458708101062,465.90069815268004
718.8566753468305,587.6195904806108
694.4020862534777,541.0993670342833
607.0455847899506,497.5556175925858
596.7817564062373,452.44433499484654
505.7377145716787,728.9194794460333
497.19856329910266,663.2070921343371
444.3938252338676,584.955769927156
426.6980255518923,485.2516736751031
604.5650117456447,661.6951333526512
582.2515573888973,615.0089717598747
474.1508404060144,586.2158375953607
470.36307484639593,492.51489071795254
543.6220750365958,647.6775349758689
523.5444258059472,601.6330012256404
513.3031714656393,569.4570327521976
439.8737608685761,485.1476225047952
822.47233546907,646.0363912768271
640.0302252460112,590.2803975932046
480.5840589229429,523.6925075189573
469.66696091199265,462.30559801797585
619.0827958036338,572.2873434779414
604.4872891406883,526.5911388336326
577.1910730047197,483.15452159824844
458.9132736009928,447.31569519124275
492.34848299947487,618.8997159880895
490.1861035177276,573.8764043720897
461.0671408438447,538.8641782574161
433.9821062432427,472.7444854390869
523.6910141184651,623.3106625319821
515.9252531135904,574.7097340830161
474.0945959430484,538.0048557982782
437.3976525320684,473.644292111359
534.782207705619,654.5640608188072
528.9673451985138,591.0975390872693
490.3331783758491,551.8732757460889
452.6201538001583,487.1595101739984
883.9137013393809,673.2227148388604
670.2198203880475,599.5279469429287
628.251506204233,551.322875631462
607.0226160146337,494.5380825402017
886.9439863131249,664.6483760223315
642.6408561991865,600.2721401979196
628.2031712590773,564.5802509740914
463.27141934123927,491.3780502950117
577.4424206616455,578.6270520084944
560.8128116474442,541.799583451866
516.3654195668769,496.76662562497677
459.4562916962709,454.21992003321515
543.8669080185891,618.5309261942667
524.4265770276072,573.5988937094548
521.6821745730539,516.8217134297095
455.0579206600038,468.1784729988165
868.5557318269211,667.023441985062
691.3860249854216,593.6141252491043
624.5338006506784,545.1325209280068
601.6365774605574,492.32186287839727
557.1093329501916,611.7907429779008
554.9008187929567,562.4965284352396
486.57131045858114,526.2233883988328
