iter_008_train_190_Actual_Wavelength,iter_008_train_190_Predicted_Wavelength
563.985055817266,544.0988566132106
457.8968754331682,491.5466893805775
602.8558096941915,612.6930264221056
537.8163313736185,574.9627664249707
529.7152287926846,523.536129546932
497.8348305978821,447.53971566341437
816.8647005799231,671.4159871163813
642.6166556645695,607.4020500098653
581.5734571327612,552.1949046610017
577.9376358918604,494.3145753578574
474.5193247730624,618.9626182172357
456.7290686956979,561.1875109064971
450.0867751540775,523.6030418493864
437.6664699192188,480.7019469318046
880.4209657324252,659.8529317068459
723.639895856916,600.3800459257574
722.9494731819235,557.457585496449
632.392256729312,495.27901003531787
